topic,method,sample_index,ratio,time_usec,decompress_usec,uncompressed_MB,compressed_MB,compressed_zstd_MB
/os_cloud_node/points_decim_1,Cloudini 0p1,149,0.248815,4469,4940,6,1.49289,
/os_cloud_node/points_decim_1,Cloudini 0p1,150,0.24793,4254,4867,6,1.48758,
/os_cloud_node/points_decim_1,Cloudini 0p1,151,0.248345,4356,4895,6,1.49007,
/os_cloud_node/points_decim_1,Cloudini 0p1,152,0.249305,5447,4974,6,1.49583,
/os_cloud_node/points_decim_1,Cloudini 0p1,153,0.250514,4309,4995,6,1.50309,
/os_cloud_node/points_decim_1,Cloudini 0p1,154,0.251807,4341,4873,6,1.51084,
/os_cloud_node/points_decim_1,Cloudini 0p1,155,0.251521,4410,5079,6,1.50912,
/os_cloud_node/points_decim_1,Cloudini 0p1,156,0.251067,4266,4876,6,1.5064,
/os_cloud_node/points_decim_1,Cloudini 0p1,157,0.250262,4302,4766,6,1.50157,
/os_cloud_node/points_decim_1,Cloudini 0p1,158,0.250204,4249,4886,6,1.50122,
/os_cloud_node/points_decim_1,Cloudini 0p1,159,0.250226,4196,4857,6,1.50136,
/os_cloud_node/points_decim_1,Cloudini 0p1,160,0.250299,4217,4789,6,1.50179,
/os_cloud_node/points_decim_1,Cloudini 0p1,161,0.250133,4339,4837,6,1.5008,
/os_cloud_node/points_decim_1,Cloudini 0p1,162,0.249086,4273,5056,6,1.49451,
/os_cloud_node/points_decim_1,Cloudini 0p1,163,0.249238,4387,4893,6,1.49543,
/os_cloud_node/points_decim_1,Cloudini 0p1,164,0.248741,4411,4893,6,1.49245,
/os_cloud_node/points_decim_1,Cloudini 0p1,165,0.248717,4361,4948,6,1.4923,
/os_cloud_node/points_decim_1,Cloudini 0p1,166,0.248321,4301,4901,6,1.48993,
/os_cloud_node/points_decim_1,Cloudini 0p1,167,0.248835,4289,4886,6,1.49301,
/os_cloud_node/points_decim_1,Cloudini 0p1,168,0.249436,4310,4973,6,1.49661,
/os_cloud_node/points_decim_1,Cloudini 0p1,169,0.250038,4335,5084,6,1.50023,
/os_cloud_node/points_decim_1,Cloudini 0p1,170,0.250563,4352,4899,6,1.50338,
/os_cloud_node/points_decim_1,Cloudini 0p1,171,0.250395,4397,4855,6,1.50237,
/os_cloud_node/points_decim_1,Cloudini 0p1,172,0.250309,4452,4920,6,1.50185,
/os_cloud_node/points_decim_1,Cloudini 0p1,173,0.250098,4436,4917,6,1.50059,
/os_cloud_node/points_decim_1,Cloudini 0p1,174,0.250101,4257,4921,6,1.50061,
/os_cloud_node/points_decim_1,Cloudini 0p1,175,0.250432,4307,4908,6,1.50259,
/os_cloud_node/points_decim_1,Cloudini 0p1,176,0.251146,4403,4974,6,1.50688,
/os_cloud_node/points_decim_1,Cloudini 0p1,177,0.251295,4262,4865,6,1.50777,
/os_cloud_node/points_decim_1,Cloudini 0p1,178,0.251509,4385,5027,6,1.50905,
/os_cloud_node/points_decim_1,Cloudini 0p1,179,0.250984,4376,4911,6,1.50591,
/os_cloud_node/points_decim_1,Cloudini 0p1,180,0.250952,4396,4908,6,1.50571,
/os_cloud_node/points_decim_1,Cloudini 0p1,181,0.249598,4343,4880,6,1.49759,
/os_cloud_node/points_decim_1,Cloudini 0p1,182,0.248802,4168,4858,6,1.49281,
/os_cloud_node/points_decim_1,Cloudini 0p1,183,0.248467,4206,4832,6,1.4908,
/os_cloud_node/points_decim_1,Cloudini 0p1,184,0.247409,4197,4806,6,1.48446,
/os_cloud_node/points_decim_1,Cloudini 0p1,185,0.2479,4237,4864,6,1.4874,
/os_cloud_node/points_decim_1,Cloudini 0p1,186,0.247852,4139,4831,6,1.48711,
/os_cloud_node/points_decim_1,Cloudini 0p1,187,0.247265,4223,4814,6,1.48359,
/os_cloud_node/points_decim_1,Cloudini 0p1,188,0.248001,4131,4815,6,1.48801,
/os_cloud_node/points_decim_1,Cloudini 0p1,189,0.24796,4186,4839,6,1.48776,
/os_cloud_node/points_decim_1,Cloudini 0p1,190,0.249101,4125,4799,6,1.49461,
/os_cloud_node/points_decim_1,Cloudini 0p1,191,0.249069,4243,4838,6,1.49441,
/os_cloud_node/points_decim_1,Cloudini 0p1,192,0.248118,4229,4877,6,1.48871,
/os_cloud_node/points_decim_1,Cloudini 0p1,193,0.247924,4491,4831,6,1.48754,
/os_cloud_node/points_decim_1,Cloudini 0p1,194,0.248368,4218,4824,6,1.49021,
/os_cloud_node/points_decim_1,Cloudini 0p1,195,0.248033,4260,4917,6,1.4882,
/os_cloud_node/points_decim_1,Cloudini 0p1,196,0.247928,4188,4905,6,1.48757,
/os_cloud_node/points_decim_1,Cloudini 0p1,197,0.24784,4251,4896,6,1.48704,
/os_cloud_node/points_decim_1,Cloudini 0p1,198,0.247995,4346,4946,6,1.48797,
/os_cloud_node/points_decim_1,Cloudini 0p1,199,0.248331,4219,4854,6,1.48998,
/os_cloud_node/points_decim_1,Cloudini 0p1,200,0.24744,4168,4912,6,1.48464,
/os_cloud_node/points_decim_1,Cloudini 0p1,201,0.247586,4261,4865,6,1.48551,
/os_cloud_node/points_decim_1,Cloudini 0p1,202,0.248378,4268,4888,6,1.49027,
/os_cloud_node/points_decim_1,Cloudini 0p1,203,0.248965,4323,4876,6,1.49379,
/os_cloud_node/points_decim_1,Cloudini 0p1,204,0.249611,4286,4889,6,1.49767,
/os_cloud_node/points_decim_1,Cloudini 0p1,205,0.250645,4313,4947,6,1.50387,
/os_cloud_node/points_decim_1,Cloudini 0p1,206,0.251969,4294,4840,6,1.51181,
/os_cloud_node/points_decim_1,Cloudini 0p1,207,0.253255,4244,4874,6,1.51953,
/os_cloud_node/points_decim_1,Cloudini 0p1,208,0.253231,4305,4939,6,1.51939,
/os_cloud_node/points_decim_1,Cloudini 0p1,209,0.253426,4263,4922,6,1.52056,
/os_cloud_node/points_decim_1,Cloudini 0p1,210,0.252401,4324,4895,6,1.51441,
/os_cloud_node/points_decim_1,Cloudini 0p1,211,0.252425,4215,4867,6,1.51455,
/os_cloud_node/points_decim_1,Cloudini 0p1,212,0.252282,4309,4868,6,1.51369,
/os_cloud_node/points_decim_1,Cloudini 0p1,213,0.2517,4390,4985,6,1.5102,
/os_cloud_node/points_decim_1,Cloudini 0p1,214,0.251587,4461,4886,6,1.50952,
/os_cloud_node/points_decim_1,Cloudini 0p1,215,0.252317,4381,4965,6,1.5139,
/os_cloud_node/points_decim_1,Cloudini 0p1,216,0.251863,4319,4918,6,1.51118,
/os_cloud_node/points_decim_1,Cloudini 0p1,217,0.252478,4359,4961,6,1.51487,
/os_cloud_node/points_decim_1,Cloudini 0p1,218,0.253519,4366,5010,6,1.52112,
/os_cloud_node/points_decim_1,Cloudini 0p1,219,0.252957,4263,4864,6,1.51774,
/os_cloud_node/points_decim_1,Cloudini 0p1,220,0.251934,4287,4872,6,1.5116,
/os_cloud_node/points_decim_1,Cloudini 0p1,221,0.253543,4288,4903,6,1.52126,
/os_cloud_node/points_decim_1,Cloudini 0p1,222,0.255838,4436,5069,6,1.53503,
/os_cloud_node/points_decim_1,Cloudini 0p1,223,0.257306,4237,4992,6,1.54383,
/os_cloud_node/points_decim_1,Cloudini 0p1,224,0.258727,4248,4868,6,1.55236,
/os_cloud_node/points_decim_1,Cloudini 0p1,225,0.263138,4259,4868,6,1.57883,
/os_cloud_node/points_decim_1,Cloudini 0p1,226,0.267663,4357,4945,6,1.60598,
/os_cloud_node/points_decim_1,Cloudini 0p1,227,0.272528,4283,4979,6,1.63517,
/os_cloud_node/points_decim_1,Cloudini 0p1,228,0.275404,4208,4948,6,1.65242,
/os_cloud_node/points_decim_1,Cloudini 0p1,229,0.276287,4251,4904,6,1.65772,
/os_cloud_node/points_decim_1,Cloudini 0p1,230,0.276652,4252,4949,6,1.65991,
/os_cloud_node/points_decim_1,Cloudini 0p1,231,0.276569,4425,4920,6,1.65941,
/os_cloud_node/points_decim_1,Cloudini 0p1,232,0.276754,4250,4851,6,1.66053,
/os_cloud_node/points_decim_1,Cloudini 0p1,233,0.277037,4331,5023,6,1.66222,
/os_cloud_node/points_decim_1,Cloudini 0p1,234,0.276456,4223,4911,6,1.65873,
/os_cloud_node/points_decim_1,Cloudini 0p1,235,0.275978,4268,4916,6,1.65587,
/os_cloud_node/points_decim_1,Cloudini 0p1,236,0.27497,4237,4926,6,1.64982,
/os_cloud_node/points_decim_1,Cloudini 0p1,237,0.27459,4211,4888,6,1.64754,
/os_cloud_node/points_decim_1,Cloudini 0p2,0,0.270646,4420,5028,6,1.62388,
/os_cloud_node/points_decim_1,Cloudini 0p2,1,0.270721,4415,4990,6,1.62433,
/os_cloud_node/points_decim_1,Cloudini 0p2,2,0.270747,4376,4990,6,1.62448,
/os_cloud_node/points_decim_1,Cloudini 0p2,3,0.270949,4476,5065,6,1.62569,
/os_cloud_node/points_decim_1,Cloudini 0p2,4,0.271541,4414,5069,6,1.62925,
/os_cloud_node/points_decim_1,Cloudini 0p2,5,0.271562,4462,4980,6,1.62937,
/os_cloud_node/points_decim_1,Cloudini 0p2,6,0.272056,4385,5012,6,1.63234,
/os_cloud_node/points_decim_1,Cloudini 0p2,7,0.273206,4470,5115,6,1.63924,
/os_cloud_node/points_decim_1,Cloudini 0p2,8,0.273494,4668,4936,6,1.64096,
/os_cloud_node/points_decim_1,Cloudini 0p2,9,0.274213,4387,4988,6,1.64528,
/os_cloud_node/points_decim_1,Cloudini 0p2,10,0.273782,4413,5000,6,1.64269,
/os_cloud_node/points_decim_1,Cloudini 0p2,11,0.273919,4363,4998,6,1.64352,
/os_cloud_node/points_decim_1,Cloudini 0p2,12,0.273643,4469,5071,6,1.64186,
/os_cloud_node/points_decim_1,Cloudini 0p2,13,0.271727,4471,5004,6,1.63036,
/os_cloud_node/points_decim_1,Cloudini 0p2,14,0.267145,4409,5112,6,1.60287,
/os_cloud_node/points_decim_1,Cloudini 0p2,15,0.261186,4441,4950,6,1.56712,
/os_cloud_node/points_decim_1,Cloudini 0p2,16,0.255844,4353,4859,6,1.53507,
/os_cloud_node/points_decim_1,Cloudini 0p2,17,0.252933,4204,4783,6,1.5176,
/os_cloud_node/points_decim_1,Cloudini 0p2,18,0.251297,4174,4781,6,1.50778,
/os_cloud_node/points_decim_1,Cloudini 0p2,19,0.251174,4100,4803,6,1.50705,
/os_cloud_node/points_decim_1,Cloudini 0p2,20,0.25128,4209,4813,6,1.50768,
/os_cloud_node/points_decim_1,Cloudini 0p2,21,0.251856,4278,4786,6,1.51114,
/os_cloud_node/points_decim_1,Cloudini 0p2,22,0.251635,4301,4736,6,1.50981,
/os_cloud_node/points_decim_1,Cloudini 0p2,23,0.251628,4197,4859,6,1.50977,
/os_cloud_node/points_decim_1,Cloudini 0p2,24,0.251501,4334,4844,6,1.509,
/os_cloud_node/points_decim_1,Cloudini 0p2,25,0.252202,4238,4864,6,1.51321,
/os_cloud_node/points_decim_1,Cloudini 0p2,26,0.252694,4241,4962,6,1.51616,
/os_cloud_node/points_decim_1,Cloudini 0p2,27,0.253352,4365,4911,6,1.52011,
/os_cloud_node/points_decim_1,Cloudini 0p2,28,0.253664,4332,4990,6,1.52198,
/os_cloud_node/points_decim_1,Cloudini 0p2,29,0.253914,4319,4889,6,1.52349,
/os_cloud_node/points_decim_1,Cloudini 0p2,30,0.253722,4356,4886,6,1.52233,
/os_cloud_node/points_decim_1,Cloudini 0p2,31,0.253336,4340,4996,6,1.52002,
/os_cloud_node/points_decim_1,Cloudini 0p2,32,0.250488,4250,4875,6,1.50293,
/os_cloud_node/points_decim_1,Cloudini 0p2,33,0.247459,4373,5021,6,1.48475,
/os_cloud_node/points_decim_1,Cloudini 0p2,34,0.247181,4463,5032,6,1.48308,
/os_cloud_node/points_decim_1,Cloudini 0p2,35,0.248018,4238,4900,6,1.48811,
/os_cloud_node/points_decim_1,Cloudini 0p2,36,0.248164,4298,4950,6,1.48899,
/os_cloud_node/points_decim_1,Cloudini 0p2,37,0.247901,4363,4867,6,1.48741,
/os_cloud_node/points_decim_1,Cloudini 0p2,38,0.247823,4370,4906,6,1.48694,
/os_cloud_node/points_decim_1,Cloudini 0p2,39,0.248158,4353,4879,6,1.48895,
/os_cloud_node/points_decim_1,Cloudini 0p2,40,0.248009,5830,5076,6,1.48805,
/os_cloud_node/points_decim_1,Cloudini 0p2,41,0.247226,4313,4936,6,1.48336,
/os_cloud_node/points_decim_1,Cloudini 0p2,42,0.247103,4272,4947,6,1.48262,
/os_cloud_node/points_decim_1,Cloudini 0p2,43,0.247055,4293,4864,6,1.48233,
/os_cloud_node/points_decim_1,Cloudini 0p2,44,0.246906,4207,4854,6,1.48144,
/os_cloud_node/points_decim_1,Cloudini 0p2,45,0.247233,4427,5019,6,1.4834,
/os_cloud_node/points_decim_1,Cloudini 0p2,46,0.247153,4122,4916,6,1.48292,
/os_cloud_node/points_decim_1,Cloudini 0p2,47,0.246142,4182,4915,6,1.47685,
/os_cloud_node/points_decim_1,Cloudini 0p2,48,0.246795,4289,4832,6,1.48077,
/os_cloud_node/points_decim_1,Cloudini 0p2,49,0.246658,4299,4848,6,1.47995,
/os_cloud_node/points_decim_1,Cloudini 0p2,50,0.245121,4189,4860,6,1.47072,
/os_cloud_node/points_decim_1,Cloudini 0p2,51,0.244722,4264,4909,6,1.46833,
/os_cloud_node/points_decim_1,Cloudini 0p2,52,0.243893,4172,4871,6,1.46336,
/os_cloud_node/points_decim_1,Cloudini 0p2,53,0.242478,4197,4911,6,1.45487,
/os_cloud_node/points_decim_1,Cloudini 0p2,54,0.241923,4248,4824,6,1.45154,
/os_cloud_node/points_decim_1,Cloudini 0p2,55,0.241581,4207,4815,6,1.44948,
/os_cloud_node/points_decim_1,Cloudini 0p2,56,0.240958,4179,4817,6,1.44575,
/os_cloud_node/points_decim_1,Cloudini 0p2,57,0.241038,4196,4875,6,1.44623,
/os_cloud_node/points_decim_1,Cloudini 0p2,58,0.24186,4311,4832,6,1.45116,
/os_cloud_node/points_decim_1,Cloudini 0p2,59,0.242865,4294,4950,6,1.45719,
/os_cloud_node/points_decim_1,Cloudini 0p2,60,0.243703,4315,4914,6,1.46222,
/os_cloud_node/points_decim_1,Cloudini 0p2,61,0.243676,4285,4976,6,1.46206,
/os_cloud_node/points_decim_1,Cloudini 0p2,62,0.244463,4428,4918,6,1.46678,
/os_cloud_node/points_decim_1,Cloudini 0p2,63,0.24462,4512,5054,6,1.46772,
/os_cloud_node/points_decim_1,Cloudini 0p2,64,0.244009,4381,4877,6,1.46405,
/os_cloud_node/points_decim_1,Cloudini 0p2,65,0.243747,4373,4930,6,1.46248,
/os_cloud_node/points_decim_1,Cloudini 0p2,66,0.243182,4224,5008,6,1.45909,
/os_cloud_node/points_decim_1,Cloudini 0p2,67,0.242659,4161,4859,6,1.45596,
/os_cloud_node/points_decim_1,Cloudini 0p2,68,0.24206,4245,4991,6,1.45236,
/os_cloud_node/points_decim_1,Cloudini 0p2,69,0.241236,4201,4862,6,1.44742,
/os_cloud_node/points_decim_1,Cloudini 0p2,70,0.241425,4232,4941,6,1.44855,
/os_cloud_node/points_decim_1,Cloudini 0p2,71,0.241651,4238,4848,6,1.44991,
/os_cloud_node/points_decim_1,Cloudini 0p2,72,0.242111,4262,4921,6,1.45267,
/os_cloud_node/points_decim_1,Cloudini 0p2,73,0.24252,4088,4822,6,1.45512,
/os_cloud_node/points_decim_1,Cloudini 0p2,74,0.243553,4191,4838,6,1.46132,
/os_cloud_node/points_decim_1,Cloudini 0p2,75,0.243702,4279,4933,6,1.46221,
/os_cloud_node/points_decim_1,Cloudini 0p2,76,0.244247,4261,4932,6,1.46548,
/os_cloud_node/points_decim_1,Cloudini 0p2,77,0.245433,4420,4897,6,1.4726,
/os_cloud_node/points_decim_1,Cloudini 0p2,78,0.244753,4200,4886,6,1.46852,
/os_cloud_node/points_decim_1,Cloudini 0p2,79,0.244821,4231,4873,6,1.46893,
/os_cloud_node/points_decim_1,Cloudini 0p2,80,0.245696,4460,4950,6,1.47418,
/os_cloud_node/points_decim_1,Cloudini 0p2,81,0.244964,4341,4982,6,1.46979,
/os_cloud_node/points_decim_1,Cloudini 0p2,82,0.244323,4284,4955,6,1.46594,
/os_cloud_node/points_decim_1,Cloudini 0p2,83,0.245646,4388,4923,6,1.47388,
/os_cloud_node/points_decim_1,Cloudini 0p2,84,0.245639,4329,4989,6,1.47383,
/os_cloud_node/points_decim_1,Cloudini 0p2,85,0.245305,4306,4910,6,1.47183,
/os_cloud_node/points_decim_1,Cloudini 0p2,86,0.244408,4291,4885,6,1.46645,
/os_cloud_node/points_decim_1,Cloudini 0p2,87,0.244675,4274,4881,6,1.46805,
/os_cloud_node/points_decim_1,Cloudini 0p2,88,0.244387,4427,4929,6,1.46632,
/os_cloud_node/points_decim_1,Cloudini 0p2,89,0.245193,4306,5006,6,1.47116,
/os_cloud_node/points_decim_1,Cloudini 0p2,90,0.244733,4205,4920,6,1.4684,
/os_cloud_node/points_decim_1,Cloudini 0p2,91,0.244647,4265,4810,6,1.46788,
/os_cloud_node/points_decim_1,Cloudini 0p2,92,0.245392,4237,4819,6,1.47235,
/os_cloud_node/points_decim_1,Cloudini 0p2,93,0.245007,4288,4803,6,1.47004,
/os_cloud_node/points_decim_1,Cloudini 0p2,94,0.244512,4366,5092,6,1.46707,
/os_cloud_node/points_decim_1,Cloudini 0p2,95,0.245374,4160,4868,6,1.47224,
/os_cloud_node/points_decim_1,Cloudini 0p2,96,0.244321,4195,4888,6,1.46592,
/os_cloud_node/points_decim_1,Cloudini 0p2,97,0.24391,4188,4877,6,1.46346,
/os_cloud_node/points_decim_1,Cloudini 0p2,98,0.244879,4349,4924,6,1.46927,
/os_cloud_node/points_decim_1,Cloudini 0p2,99,0.244776,4491,4995,6,1.46865,
/os_cloud_node/points_decim_1,Cloudini 0p2,100,0.245173,4375,4837,6,1.47104,
/os_cloud_node/points_decim_1,Cloudini 0p2,101,0.245193,4352,4885,6,1.47116,
/os_cloud_node/points_decim_1,Cloudini 0p2,102,0.243939,4314,4850,6,1.46363,
/os_cloud_node/points_decim_1,Cloudini 0p2,103,0.245533,4392,5016,6,1.4732,
/os_cloud_node/points_decim_1,Cloudini 0p2,104,0.245923,4439,4951,6,1.47554,
/os_cloud_node/points_decim_1,Cloudini 0p2,105,0.245003,4407,4936,6,1.47002,
/os_cloud_node/points_decim_1,Cloudini 0p2,106,0.244914,4360,4885,6,1.46948,
/os_cloud_node/points_decim_1,Cloudini 0p2,107,0.243649,4287,4889,6,1.46189,
/os_cloud_node/points_decim_1,Cloudini 0p2,108,0.24287,4393,4913,6,1.45722,
/os_cloud_node/points_decim_1,Cloudini 0p2,109,0.242969,4386,4885,6,1.45781,
/os_cloud_node/points_decim_1,Cloudini 0p2,110,0.243666,4345,4967,6,1.462,
/os_cloud_node/points_decim_1,Cloudini 0p2,111,0.245673,4343,4976,6,1.47404,
/os_cloud_node/points_decim_1,Cloudini 0p2,112,0.247151,4336,4929,6,1.48291,
/os_cloud_node/points_decim_1,Cloudini 0p2,113,0.246261,4303,4942,6,1.47757,
/os_cloud_node/points_decim_1,Cloudini 0p2,114,0.245653,4335,4995,6,1.47392,
/os_cloud_node/points_decim_1,Cloudini 0p2,115,0.245719,4323,4938,6,1.47431,
/os_cloud_node/points_decim_1,Cloudini 0p2,116,0.245208,4267,4839,6,1.47125,
/os_cloud_node/points_decim_1,Cloudini 0p2,117,0.245348,4228,4945,6,1.47209,
/os_cloud_node/points_decim_1,Cloudini 0p2,118,0.24651,4380,4956,6,1.47906,
/os_cloud_node/points_decim_1,Cloudini 0p2,119,0.246435,4354,5031,6,1.47861,
/os_cloud_node/points_decim_1,Cloudini 0p2,120,0.245944,4312,4895,6,1.47567,
/os_cloud_node/points_decim_1,Cloudini 0p2,121,0.245703,4318,4848,6,1.47422,
/os_cloud_node/points_decim_1,Cloudini 0p2,122,0.245264,4468,5018,6,1.47158,
/os_cloud_node/points_decim_1,Cloudini 0p2,123,0.244866,4466,4896,6,1.46919,
/os_cloud_node/points_decim_1,Cloudini 0p2,124,0.244677,4425,5047,6,1.46806,
/os_cloud_node/points_decim_1,Cloudini 0p2,125,0.244762,4373,4915,6,1.46857,
/os_cloud_node/points_decim_1,Cloudini 0p2,126,0.243619,4346,4903,6,1.46171,
/os_cloud_node/points_decim_1,Cloudini 0p2,127,0.244636,4410,4898,6,1.46781,
/os_cloud_node/points_decim_1,Cloudini 0p2,128,0.244276,4430,4895,6,1.46566,
/os_cloud_node/points_decim_1,Cloudini 0p2,129,0.243992,4412,4916,6,1.46395,
/os_cloud_node/points_decim_1,Cloudini 0p2,130,0.243913,4399,4910,6,1.46348,
/os_cloud_node/points_decim_1,Cloudini 0p2,131,0.243805,4256,4891,6,1.46283,
/os_cloud_node/points_decim_1,Cloudini 0p2,132,0.243344,4301,4889,6,1.46007,
/os_cloud_node/points_decim_1,Cloudini 0p2,133,0.244227,4469,4895,6,1.46536,
/os_cloud_node/points_decim_1,Cloudini 0p2,134,0.244696,4261,4891,6,1.46818,
/os_cloud_node/points_decim_1,Cloudini 0p2,135,0.244782,4352,4914,6,1.46869,
/os_cloud_node/points_decim_1,Cloudini 0p2,136,0.245327,4389,5002,6,1.47196,
/os_cloud_node/points_decim_1,Cloudini 0p2,137,0.246398,4336,4948,6,1.47839,
/os_cloud_node/points_decim_1,Cloudini 0p2,138,0.246432,4443,4888,6,1.47859,
/os_cloud_node/points_decim_1,Cloudini 0p2,139,0.247893,4356,4917,6,1.48736,
/os_cloud_node/points_decim_1,Cloudini 0p2,140,0.248554,4325,4873,6,1.49132,
/os_cloud_node/points_decim_1,Cloudini 0p2,141,0.247831,4397,4896,6,1.48699,
/os_cloud_node/points_decim_1,Cloudini 0p2,142,0.247452,4410,4921,6,1.48471,
/os_cloud_node/points_decim_1,Cloudini 0p2,143,0.246218,4279,4917,6,1.47731,
/os_cloud_node/points_decim_1,Cloudini 0p2,144,0.247416,4310,4919,6,1.4845,
/os_cloud_node/points_decim_1,Cloudini 0p2,145,0.247428,4320,4968,6,1.48457,
/os_cloud_node/points_decim_1,Cloudini 0p2,146,0.247827,4513,5010,6,1.48696,
/os_cloud_node/points_decim_1,Cloudini 0p2,147,0.247507,4414,5130,6,1.48504,
/os_cloud_node/points_decim_1,Cloudini 0p2,148,0.245653,4397,4925,6,1.47392,
/os_cloud_node/points_decim_1,Cloudini 0p2,149,0.244213,4465,4984,6,1.46528,
/os_cloud_node/points_decim_1,Cloudini 0p2,150,0.243222,4399,4838,6,1.45933,
/os_cloud_node/points_decim_1,Cloudini 0p2,151,0.243585,4429,4909,6,1.46151,
/os_cloud_node/points_decim_1,Cloudini 0p2,152,0.244769,4312,5023,6,1.46861,
/os_cloud_node/points_decim_1,Cloudini 0p2,153,0.246232,4348,4943,6,1.47739,
/os_cloud_node/points_decim_1,Cloudini 0p2,154,0.247831,4509,5047,6,1.48699,
/os_cloud_node/points_decim_1,Cloudini 0p2,155,0.24747,4331,4952,6,1.48482,
/os_cloud_node/points_decim_1,Cloudini 0p2,156,0.247063,4376,4934,6,1.48238,
/os_cloud_node/points_decim_1,Cloudini 0p2,157,0.246172,4303,4943,6,1.47703,
/os_cloud_node/points_decim_1,Cloudini 0p2,158,0.24616,4265,4879,6,1.47696,
/os_cloud_node/points_decim_1,Cloudini 0p2,159,0.246131,4279,4903,6,1.47679,
/os_cloud_node/points_decim_1,Cloudini 0p2,160,0.246253,4285,4924,6,1.47752,
/os_cloud_node/points_decim_1,Cloudini 0p2,161,0.246095,4359,4854,6,1.47657,
/os_cloud_node/points_decim_1,Cloudini 0p2,162,0.244756,4360,4976,6,1.46854,
/os_cloud_node/points_decim_1,Cloudini 0p2,163,0.244883,4336,4884,6,1.4693,
/os_cloud_node/points_decim_1,Cloudini 0p2,164,0.244186,4397,4926,6,1.46512,
/os_cloud_node/points_decim_1,Cloudini 0p2,165,0.244117,4214,4887,6,1.4647,
/os_cloud_node/points_decim_1,Cloudini 0p2,166,0.243548,4399,4897,6,1.46129,
/os_cloud_node/points_decim_1,Cloudini 0p2,167,0.244225,4443,4967,6,1.46535,
/os_cloud_node/points_decim_1,Cloudini 0p2,168,0.244849,4489,5013,6,1.46909,
/os_cloud_node/points_decim_1,Cloudini 0p2,169,0.245521,4360,5113,6,1.47313,
/os_cloud_node/points_decim_1,Cloudini 0p2,170,0.245966,4355,5027,6,1.47579,
/os_cloud_node/points_decim_1,Cloudini 0p2,171,0.245779,4436,4857,6,1.47468,
/os_cloud_node/points_decim_1,Cloudini 0p2,172,0.245756,4444,4933,6,1.47454,
/os_cloud_node/points_decim_1,Cloudini 0p2,173,0.245615,4425,4921,6,1.47369,
/os_cloud_node/points_decim_1,Cloudini 0p2,174,0.245733,4426,5089,6,1.4744,
/os_cloud_node/points_decim_1,Cloudini 0p2,175,0.246304,4341,4940,6,1.47782,
/os_cloud_node/points_decim_1,Cloudini 0p2,176,0.247021,4439,5007,6,1.48213,
/os_cloud_node/points_decim_1,Cloudini 0p2,177,0.247213,4474,5065,6,1.48328,
/os_cloud_node/points_decim_1,Cloudini 0p2,178,0.247481,4429,4994,6,1.48488,
/os_cloud_node/points_decim_1,Cloudini 0p2,179,0.246918,4307,5054,6,1.48151,
/os_cloud_node/points_decim_1,Cloudini 0p2,180,0.246961,4274,4905,6,1.48177,
/os_cloud_node/points_decim_1,Cloudini 0p2,181,0.24551,4349,4877,6,1.47306,
/os_cloud_node/points_decim_1,Cloudini 0p2,182,0.244741,4346,4887,6,1.46845,
/os_cloud_node/points_decim_1,Cloudini 0p2,183,0.2444,4298,5025,6,1.4664,
/os_cloud_node/points_decim_1,Cloudini 0p2,184,0.243374,4211,4983,6,1.46025,
/os_cloud_node/points_decim_1,Cloudini 0p2,185,0.24397,4337,4918,6,1.46382,
/os_cloud_node/points_decim_1,Cloudini 0p2,186,0.244115,4210,4839,6,1.46469,
/os_cloud_node/points_decim_1,Cloudini 0p2,187,0.243288,4286,4892,6,1.45973,
/os_cloud_node/points_decim_1,Cloudini 0p2,188,0.244217,4307,5037,6,1.4653,
/os_cloud_node/points_decim_1,Cloudini 0p2,189,0.244448,4214,4843,6,1.46669,
/os_cloud_node/points_decim_1,Cloudini 0p2,190,0.245491,4347,4875,6,1.47295,
/os_cloud_node/points_decim_1,Cloudini 0p2,191,0.245689,4252,4885,6,1.47413,
/os_cloud_node/points_decim_1,Cloudini 0p2,192,0.244873,4067,4887,6,1.46924,
/os_cloud_node/points_decim_1,Cloudini 0p2,193,0.244392,4126,5341,6,1.46635,
/os_cloud_node/points_decim_1,Cloudini 0p2,194,0.244542,4287,4884,6,1.46725,
/os_cloud_node/points_decim_1,Cloudini 0p2,195,0.243707,4307,4953,6,1.46224,
/os_cloud_node/points_decim_1,Cloudini 0p2,196,0.243361,4357,4996,6,1.46016,
/os_cloud_node/points_decim_1,Cloudini 0p2,197,0.243319,4284,4913,6,1.45992,
/os_cloud_node/points_decim_1,Cloudini 0p2,198,0.24361,4378,5015,6,1.46166,
/os_cloud_node/points_decim_1,Cloudini 0p2,199,0.24388,4294,4947,6,1.46328,
/os_cloud_node/points_decim_1,Cloudini 0p2,200,0.243111,4156,4868,6,1.45867,
/os_cloud_node/points_decim_1,Cloudini 0p2,201,0.243057,4318,4852,6,1.45834,
/os_cloud_node/points_decim_1,Cloudini 0p2,202,0.244058,4227,4843,6,1.46435,
/os_cloud_node/points_decim_1,Cloudini 0p2,203,0.244746,4271,4823,6,1.46847,
/os_cloud_node/points_decim_1,Cloudini 0p2,204,0.245465,4271,4843,6,1.47279,
/os_cloud_node/points_decim_1,Cloudini 0p2,205,0.246584,4277,4916,6,1.4795,
/os_cloud_node/points_decim_1,Cloudini 0p2,206,0.248098,4237,4869,6,1.48859,
